3443	4066	7808325
1064	5641	1112519
5119	5630	7546766
6830	3340	8756169
5766	6089	6834323
4409	3456	4821838
6609	2740	5278284
6156	8657	7499476
8635	7598	7134377
4702	3766	2712691
9870	4090	2465788
2005	1453	6716049
2066	8018	5250547
1920	8315	7789258
8038	5076	8335785
2687	9226	2170999
5901	5626	3440533
3904	5324	9819473
7764	6548	7722797
9990	4445	2384298
1426	6888	5605413
9951	1466	8923509
8097	8945	8249779
2338	4759	3194511
2564	7680	9479050
4886	5421	7207549
2613	2061	2126233
2184	1942	7009250
5606	9670	7824859
5043	4202	7094318
1716	2105	4522296
6566	3966	2898906
7619	9894	3322710
7808	8437	6551391
9480	2417	5507288
4959	4747	7814051
7681	1171	2428792
6861	5635	7526279
7979	9965	3560763
7798	8695	1603503
7610	5383	8495219
4992	1699	3323416
3045	5226	8025132
9501	9043	2359905
8324	7906	8566855
2759	9033	6586655
4373	9323	5592837
6760	2527	3069877
1215	6423	4201808
4043	8710	1204615
2915	4627	9215490
2136	9510	9180674
2182	5543	9489909
1746	5427	5924496
6450	5360	2158086
7978	5878	8763574
9218	7029	1904651
8849	8962	1418910
9059	4735	3709100
1545	7976	4226950
5472	9872	9571845
3637	1107	9991668
6867	8072	4384836
3353	4088	5935960
2860	3961	7681363
3700	2976	8362146
4514	7855	4805175
8613	9062	6231942
4619	9595	4081045
5629	3627	9947553
8856	3756	7105933
1672	2764	3083587
8308	1393	6728980
9298	3610	8320122
9707	9655	8078755
4792	4089	4769752
7726	7229	2073049
3362	2871	9428425
1943	9341	8773930
6141	5136	4984165
1474	6141	8650284
6757	6219	7155366
8323	8208	7163500
7792	2079	7897643
8902	5435	7356161
7094	6832	6620482
3894	9963	6664039
3760	5100	1510736
8412	6269	3544224
1502	3407	4880044
9048	8102	3641359
9967	9637	9598324
9623	6829	5659357
4472	8951	1113048
5621	8069	1961621
5801	2292	6473291
2779	7303	2254747
7368	1230	8659905
7743	3453	8690192
8822	3334	8148994
5446	8295	4283619
9203	1575	2375396
8165	9420	4562505
5924	5923	9178973
4506	9363	7738202
8888	4558	2827527
7108	8066	4363995
7838	8818	6800694
1025	3074	6876459
4521	3534	7496153
3206	1152	9866617
7734	5438	3683844
9177	7197	1423102
3481	7189	1191444
3682	4011	9291098
5095	4851	9555491
5424	3517	9618931
1679	9312	8423698
4330	4565	7144661
7774	9559	6131306
9727	3569	2798872
5083	6770	5100225
9912	4480	1058367
3285	3811	8552869
6526	2573	7854328
5461	1682	5558290
9504	8718	4238003
5765	9140	4424874
7762	9430	6758072
1108	7661	1949592
5900	5665	9365812
8299	2935	5067954
4159	8534	4084074
3217	7608	5341304
2644	9783	9846475
4543	2105	5546806
7706	7153	5377911
9445	6970	6250266
8684	5104	2778817
9917	1466	1752618
8070	9548	1717584
8966	3430	7277368
9810	7603	3621162
3430	3481	9325250
6610	2481	2458322
8545	7168	9850685
1823	5249	2218514
7500	4937	6876111
6023	7757	4590354
2130	2440	7391713
1840	7940	9744773
5259	6797	3029700
2448	1933	5112110
1516	8060	6945073
1617	8019	4208714
8605	2146	5506245
6335	1810	4015890
9892	7991	5983530
6806	7429	4259703
3887	8057	9746559
6049	2714	7595302
5803	4837	8807674
3751	5840	1296643
4922	8740	8346669
2657	5999	6314281
4416	7030	9755160
3117	6441	6151566
7229	4707	4106686
6999	3349	2854820
4294	2008	3129205
1814	3489	6681533
2765	8377	5867988
1011	4091	9081484
4283	9976	7817892
2374	6748	4996639
3955	2951	4301145
2111	7573	1928316
5357	3165	8299510
4801	5585	8403135
4373	6133	6153854
4752	4195	4430331
6606	1974	9497786
5885	4026	7147403
9863	9805	6681292
4532	2780	5468993
6442	2777	5065652
1466	5322	8663572
4008	2771	3606649
5655	6720	4281244
6876	8686	1268585
9142	7988	2467363
3949	2345	4868333
9429	2031	8802083
9905	1430	5869995
2834	7371	7662588
7877	5932	6054086
2570	6669	4252550
7646	2310	5570482
7703	7952	8485267
5059	6173	6655044
1357	2177	5217533
1422	4347	8177592
1159	4087	9968599
7198	2109	8140363
8600	5293	9545719
8327	7104	3519486
6861	3311	9366342
8520	5592	3311715
6898	7194	4655104
8910	2162	8706443
3276	3642	8385799
5777	8319	8349210
3314	1772	9574870
9345	6339	1158391
4640	4933	8275782
4771	3813	2446472
2383	6524	8940159
4887	1890	4681593
1034	5950	3638671
4018	5151	1380925
1396	5324	6675536
5378	8928	2296002
2728	6804	6083611
6065	8730	6856317
8934	2110	1854701
7239	2256	6724771
9834	7802	7645593
5236	3298	4767277
4774	9100	2750207
5829	4727	3442545
4730	6963	7762946
9952	1067	9304384
6106	9698	2460895
9546	2909	3530182
9744	4872	4151979
7158	9980	6427230
1699	6822	6443924
1880	5418	1780349
7148	7164	1082089
6378	6026	2621468
8221	3420	9401502
6014	3478	9591784
7603	3746	2026285
8580	4933	1155655
8652	2665	6960233
4588	9943	1900493
9576	8173	2161540
5676	6106	6919415
2956	6522	4858728
5158	3310	4837299
6286	3351	9920019
6283	1754	5030772
8581	8611	9444237
3924	8647	2854410
5220	4784	2598816
9179	4162	2292679
4244	5655	9604942
9727	1284	6096214
3307	5707	4034806
6627	7797	7262553
3862	3814	9148594
3663	3332	6200103
2053	5085	4788886
4851	4084	9733038
9200	3031	8307730
6482	1306	5189196
5009	4188	9938161
1520	4944	6255975
8727	6200	1640237
2640	6729	4003151
9054	5028	7566639
8023	3637	1238307
6834	4635	2041181
1335	3676	1747288
8272	2841	8364126
1927	6145	5358001
6330	4044	8997324
3462	6929	8856332
9312	1149	7395910
3178	9652	9397091
2245	3321	9374970
8356	4872	3749831
5145	3327	8238479
4659	2811	8922664
9329	8706	7667519
7700	9772	1174517
8962	2463	1366133
5396	4894	4745829
7175	1913	4190739
3081	2179	6004411
4587	2158	9450548
5118	7571	9348395
7681	1707	3294796
9026	3576	5341691
9376	2049	5931002
5728	7595	1447521
2089	8642	1662846
5314	7776	9580444
2894	7633	9626833
9592	7860	1914679
9328	8494	2461547
5910	9580	3824016
5740	8764	9597788
7311	1804	8085377
4924	9419	4310748
3869	2964	6742920
2406	5672	9954517
7657	2825	4235927
9050	3028	3984096
3903	7488	9866879
3333	3690	7707977
5663	8960	3729447
7597	4945	1349761
2663	7457	1008265
5165	5959	4421446
1540	6003	7762915
2438	9670	8026457
6995	8639	6170654
1996	6822	6840208
7895	1732	1529037
7902	6836	4139633
1405	4665	9720446
8846	6850	7711514
3708	3452	9955327
9198	2430	6661816
4131	1166	9268963
7142	7595	1522592
8105	8713	7408274
9662	9415	8848195
5435	9318	9418824
3236	2510	9550214
5437	3101	2922594
9961	4476	1833357
4749	9613	2290943
5630	2500	4912306
4665	7615	8969362
2968	2348	2776757
3955	7148	6724511
7424	6135	3236752
7955	5656	8660501
8904	3999	4802627
1792	5235	7072138
9209	9693	8619492
5701	2861	6029212
8683	2707	7773244
1576	5308	2215949
3240	7104	3325912
1649	1199	2702485
3782	4673	3999033
7085	1693	8516341
8874	5967	3429187
1080	9097	3583083
1672	4083	1256772
9602	1689	9269870
6515	4877	6925083
1271	4553	7225646
8451	4936	8351063
8320	3021	5621424
3917	3932	6689378
3165	5065	8233866
4910	1664	3086338
4941	4315	6231037
1432	5108	6249855
2797	3342	7593294
2785	6704	2893246
1306	3727	2399612
6186	5664	9675954
1449	7981	8690773
7606	3534	9972801
8078	3824	7962132
8117	4595	3171372
5240	6981	3969571
7498	8742	7085580
1096	4469	1813342
8006	3121	2633113
7387	5016	8832707
9759	3266	1614658
1622	9690	1338016
6921	5027	6367480
2625	3820	9466994
6051	4332	9800020
2868	8879	5851932
3009	6550	8148727
1540	4275	8947712
5085	1878	7406020
3131	1395	4014470
1353	9658	1676461
4161	9181	3698968
9029	2207	5234598
7618	5558	4169661
3989	4860	7400833
3170	5246	6248088
1802	6567	8865520
3134	5388	1448797
7142	6186	8310401
4766	9972	6165715
7722	3262	1222020
7260	8139	8817442
5263	9606	9703116
8920	6468	1990601
9167	1008	2244829
8883	6417	4865476
1297	5685	6804168
6079	9223	3833211
2826	2899	2077790
6010	7632	6172559
8348	5142	8133317
1755	5405	8218567
1284	6780	2414092
6138	8218	4282768
1625	3396	1567725
9689	6641	8043317
2458	4202	9430996
3383	6124	2142718
1567	3690	3665879
2213	2981	8315316
5881	6512	1932927
6702	7896	7490041
6133	3425	1050071
3580	7584	9037919
9226	7565	8331271
3003	7742	6115106
5244	7318	5837337
6174	5392	1763358
8613	7170	5634747
9936	6096	7410328
7276	2138	8111778
3190	2910	1058803
8943	2543	4080160
1842	1625	8808751
2908	7937	5541953
7200	8759	2190384
2508	8662	8581775
8444	9815	8841500
2996	6947	4640913
5560	2951	9350528
5276	5571	5035841
9718	2081	8656515
9298	2865	9278580
9773	5750	1005500
8186	5154	3773458
5938	5848	9716948
2096	2017	3821298
6256	1074	9123096
9695	4620	9892877
9183	1711	4335017
4584	3795	3390105
9184	8114	8930042
3799	4823	5392271
8522	5704	4974516
2380	2266	8620927
4794	7067	9286012
3973	4462	1838592
2950	7971	3531055
6425	8053	3480386
5462	9171	9271851
1189	2469	1157438
6195	7820	8860991
2015	3423	4040546
1579	2424	4999629
3857	9248	5627685
6210	7934	7310055
5569	6459	5548713
2429	9166	6773573
7480	1084	1880419
6937	8260	5647632
5716	5992	5931834
8807	8003	6720760
1771	3642	6290656
1282	6299	9180395
8197	4396	1127684
1329	2260	1348052
8113	9182	1427662
1446	6701	4465601
4959	3826	5612360
3976	8724	6472113
2065	3076	8021045
7922	7931	5443046
4445	4394	5241150
1337	6307	6699629
3432	6591	3070765
2371	3104	4157471
1773	8504	5215671
3673	3816	8035913
2515	2586	7773506
3672	9563	5572018
7842	3554	4856730
2844	7517	6941294
2145	3350	6095380
1376	8256	5451749
3466	4889	3662346
7600	6300	4194601
4331	7917	4804952
5340	3546	2350998
9187	6280	8873508
3789	1551	9689952
4492	1102	6076653
6268	3299	2523844
7720	4968	4324764
2190	7130	4760241
6896	4556	6493555
5850	3828	8327179
5266	2894	9481174
3172	1500	4854777
5544	8240	7879378
5332	2629	9309329
1532	6616	4080113
1043	9138	7536359
5024	1719	7229922
8818	7229	8850185
7997	7231	2431303
5451	7248	3880099
9526	7737	1564780
9602	9969	6850227
6769	3996	8652585
8238	8903	8243928
9178	8367	5043909
5541	4065	8573536
1070	6205	2080737
7352	2566	5668479
8152	5292	3236327
4378	6985	1120028
5374	2676	8692740
5991	5982	2676193
6332	4114	6319153
3742	3549	9704254
2683	9171	3286427
7500	9820	1618697
4734	8442	2553871
8010	3851	1351716
6272	3806	7311847
7688	6765	2190088
2131	3874	3993763
3729	4862	3971124
6509	4049	7055169
8151	5585	6301156
2365	3336	5571670
8960	5133	4291901
4314	1689	9740738
2497	2920	9390228
4042	2639	9810485
7539	7087	2054035
9174	1590	2294974
8278	1090	2199210
5369	4029	9160023
4848	2712	9753834
2928	6681	2248129
4446	3119	8760923
4791	4125	7485373
5243	4803	4588666
1642	2919	3524479
2259	4190	3157502
6935	6642	9852074
8040	4881	9248458
6074	2081	2031423
7030	8674	8935489
6339	1593	6969459
7542	2814	6633331
9393	5124	3190939
8002	7308	5298505
2667	6668	5927684
2317	8440	4180979
5746	9418	1911342
8511	9905	3155327
2496	7274	4907373
6056	7661	2613636
2456	8409	4919585
1232	8406	5850421
1146	4474	3497817
2367	3942	5071929
3746	1552	9153889
1146	2309	7969479
4620	7207	4048440
5558	8412	4784233
5160	5533	6486703
4889	8911	4575639
2561	5507	2377507
5930	4690	3800238
2329	9586	7584036
5344	9302	9707095
3255	6287	4962791
1381	4053	1503010
8690	3127	7804137
4295	8954	6033803
1959	2572	1478089
6255	5377	8944227
9959	6761	6624852
9505	5098	8825346
3032	5757	8864731
8377	1767	8551455
9921	9381	4764848
9412	7737	5474079
4602	3508	1890902
8200	8710	6324329
6170	8967	7619380
6949	8132	3156621
7181	7409	1518187
1509	7166	8263128
6392	5438	4840891
1522	8592	3501123
7227	7237	5025448
5575	3854	2167086
8689	7470	2409239
8349	5756	2740167
4210	3537	4156114
9282	5869	3380185
3130	3828	5369059
8846	2128	4383645
4007	6690	4097652
7195	7721	7875013
9113	2852	5291662
1217	8525	5175946
7184	9561	2805822
7181	7932	5987465
5383	5598	1705230
9704	4026	8360289
2181	5717	6227147
9302	7030	6928247
3493	2792	6069491
6644	1878	6688190
1550	1859	6022384
2340	4430	3558795
9118	3850	3884042
8840	3427	2130000
8944	8275	8325513
8270	1153	7247738
9467	8519	8065999
1672	1820	7524258
2486	1738	6062848
9082	8227	7678454
1263	3216	5194928
8972	6307	5735215
6213	9264	7010426
5072	1073	7753503
9405	9470	6309198
6243	3186	4765132
3333	6373	3178270
8162	3361	8281306
1948	8527	7174930
3478	7409	7003012
3619	4378	1589880
5063	2383	2972591
2381	1979	7396232
7802	1388	3479288
1039	2297	6072699
9536	3840	1671835
6420	2739	4178663
5092	7801	6884441
1240	3814	1414456
3962	9062	2151626
4669	4479	8856338
7717	3307	4324703
5899	3963	7163308
3116	7259	9144148
6405	6032	5069847
3640	7846	5754395
8425	9860	6358551
3574	8450	4108814
6256	5434	8273797
2940	6149	5237901
6033	6711	5479736
2669	9054	3245549
3505	3134	5257046
9647	6655	3785881
9404	5637	6228686
6480	9241	4294584
4326	5640	8528354
2881	2625	6328401
9900	7320	4498545
5502	3959	1338868
8310	1060	7453223
5769	9870	1561384
3763	8584	7063056
8321	7265	5272015
3579	9738	1055300
9605	5384	5237807
3680	4696	5719168
9662	9095	7480039
1919	5894	8648365
8802	7927	9936787
4121	5669	2322731
8235	2384	6980970
3758	2752	7219582
5680	9400	7109704
7188	3987	7661692
4976	8280	7647015
4366	8766	8964821
4961	7547	1239063
8314	2107	6153219
8657	5287	4047696
