7808325	6070
1112519	7469
7546766	2960
8756169	2154
6834323	9034
4821838	7303
5278284	6466
7499476	2981
7134377	9664
2712691	6914
2465788	7398
6716049	1227
5250547	8433
7789258	8997
8335785	3366
2170999	5084
3440533	2586
9819473	9076
7722797	9097
2384298	3827
4198559	2145
2317431	5199
2209282	3745
1037459	3295
7890352	8065
6873931	9758
5619462	3431
3384248	9673
1487071	1229
2105385	4573
6506101	1183
3448633	3521
7058202	6551
5733961	9719
8231702	4613
5284714	9439
2190462	1784
9653870	7602
4938476	8362
5903225	3063
4759015	8789
3743780	7103
6095215	2399
6704196	1947
8227384	2113
5907403	8363
1561556	6575
1547639	6202
6907393	7660
2990980	2111
1363490	1523
3821973	4424
3343137	6417
5924667	9325
2954764	6609
6240821	2624
3972485	5755
4987547	3685
8431182	4404
4323277	1531
3373497	1241
4333707	6299
8427263	9568
3241615	7675
1338930	7433
1499545	6237
1784542	6963
8532638	8747
4329229	7753
8357534	9937
1507677	2257
3149864	4635
8496894	3611
8994417	6803
1380575	7895
5446803	9341
3118059	7976
6131331	9210
4286623	2261
8765781	4909
6917962	6153
9324425	6125
3823263	5537
2838080	2399
4962004	4533
1227122	8200
5877066	7698
6431340	4938
4014460	3099
5789397	2256
1526634	8043
8456870	2610
6174466	2693
4330715	1497
7046785	1219
5245276	8302
9009600	9701
1992515	4101
8853082	7347
2355948	8037
2879803	9893
5692370	5978
3720774	2096
5682977	7205
2869005	5927
7127057	8515
4688028	6822
7063891	1943
8385128	8774
2916073	7482
4250950	7839
1674937	6404
9085647	1864
2567633	6787
2750553	3720
1480495	9469
9840472	3862
7637184	6427
4920942	9959
2417238	4651
8197552	1658
2261260	1242
7884333	6615
7946844	1063
4610662	5180
6274703	5117
7457796	4966
7395377	7953
2003395	9243
1158035	1255
9240631	8912
1734140	8335
9465468	7979
8424827	8695
2437459	6669
4197897	6744
4102411	9199
5833002	5869
4603264	3931
7535280	6856
8002861	9339
5677221	1841
7309650	8385
5675406	8148
5509641	7316
4781612	8875
8598206	5907
5599210	2746
7820151	3859
2903256	2340
7059487	2982
6839575	4304
3718225	9526
9813412	1143
9907844	7360
5639491	2456
4303575	1931
8443871	2087
7935600	3762
6330662	4617
3853378	4959
1570403	4984
3384545	2995
8025106	2176
5553580	9598
5484951	7129
7122809	9550
7830987	7964
4049118	7810
9975313	1003
8838422	6881
7400579	1737
5422377	8492
5088716	7896
7610576	7790
9837034	2234
3451361	2821
9294766	3729
5936951	3360
1866421	9135
1376495	3228
5571217	8535
3373654	1081
4306096	4706
6580016	4929
6697625	4222
6404204	8742
1820385	8232
6417452	2582
9987550	7006
1080896	5263
5822583	3468
9047829	4871
9270960	4858
1561075	8912
3575423	3564
9407607	6574
5785011	1629
7412957	5714
8477144	2527
4462058	7015
9547223	3641
4230472	9999
3836672	2758
4724809	2479
4172731	7425
1339579	7568
5575808	6295
3044749	3746
6674028	6059
5996269	7217
1600538	3694
8147367	6554
2110880	8103
1150006	6967
5598480	5841
4877650	5207
1236609	9051
1862598	3696
8544935	4639
9780277	8719
5891418	2742
7309808	5523
6118009	3708
4625569	6102
1288672	4457
7664861	6558
4638516	8579
2516585	2530
9070071	2578
3675097	8601
7323073	2621
6788555	6912
6886015	4325
1498313	5100
7778175	5814
7455060	4905
9614660	6728
2545067	3612
7853551	7751
6235295	8731
6349456	6214
3750859	9235
8202267	6302
6338952	9147
8517358	7460
1911675	2287
9197975	5255
6324886	1318
4846471	1425
9487622	2103
8418229	4137
7777568	8517
5268924	6674
1638377	9622
7750637	4161
6769330	8611
9677797	5485
4518315	6893
3514225	2507
8745253	7210
8402404	1202
4622177	7614
2511732	9393
3216470	4254
8570803	3515
4479550	3892
7969305	5647
6049772	2240
1916732	7411
6697421	5841
1713849	8955
2210304	9661
2342584	9976
6704780	5597
6655643	2848
6877882	1241
2597675	1684
1288838	7388
9126580	8822
6987868	7102
9053040	7097
3701086	5281
9069051	1214
5610838	8349
6735265	6786
7919298	6099
7473057	1917
1568519	6640
4184449	6321
4756346	3752
7068981	6076
5508098	4252
2420446	9131
8616353	3763
3545235	1413
9511101	3498
5652669	4177
5171264	2805
8204461	6428
4020452	3052
8129950	9637
2517070	6626
4938678	6189
3132790	1186
5836007	9328
9207242	6884
3846568	8350
9859370	7209
1076247	6102
7499782	6028
7742267	4025
6011154	7386
3698458	1750
6584662	8722
9268971	5268
9068553	8366
9822980	9219
9866882	3148
6449390	7537
8758848	4653
2492384	8173
8468576	3707
3880219	7754
5182359	8688
6629157	7152
3390166	4131
9036459	9194
7148016	9948
3701277	4347
1083233	7840
8866878	4829
6293570	5634
3643426	3394
7149191	8688
5907894	1726
8633632	8308
7732514	8866
5750195	8845
8895597	9934
6537024	1968
9410930	3914
6614562	3530
7893956	3945
2948545	1063
3361881	3389
4855309	8596
4407244	2807
6252274	2391
9600049	5119
2314435	2571
2049825	1236
8496086	6099
3055656	1314
7718930	3780
3679108	5625
3171688	2224
7870612	4594
1035740	5981
2557637	4473
5862702	5567
2379667	8360
2929392	3451
6257039	7342
8083731	5460
4171224	6075
1152995	5511
4720080	1282
8220633	4057
5998456	5079
9141086	7343
1049387	8921
2470540	5917
4114578	6839
5159881	1210
9704136	2255
4425242	8595
8885632	3018
3813857	3404
4205383	2749
4907329	2393
3428363	6694
7537859	6009
1324791	9039
8341620	4380
6043572	4320
8710083	6361
1546968	4721
7346425	5468
7232521	6512
7717806	1783
9342684	1834
4912736	4129
1034183	5505
8320134	4369
7501338	1264
2062225	1516
8195812	4725
7699783	6878
8856771	8590
2041233	2272
9093358	5563
4202109	6811
5638324	3841
2364752	9257
3777099	7087
4234092	2978
7808496	8422
3602528	4447
6479511	1850
2603861	1925
5512192	2078
2233956	9800
3514214	8767
6656022	3863
7713537	5630
6164057	3316
6169115	4914
1121949	8952
9473118	9027
7494877	3693
4823790	1834
1438185	4631
1509653	6206
7377488	4115
1393217	8940
3467109	8254
6540297	2553
1529737	8208
3198812	3044
6553275	7243
1448516	2688
3533782	1425
2214515	5913
3678197	4254
1317226	9707
3945652	9850
2948971	4565
3200661	3184
1023429	7796
1750396	7985
1447398	7632
5385297	2729
6293376	1099
5941446	7171
1571711	6475
7876303	5908
6021415	5613
2294071	7823
2641457	8123
3825995	8594
9314239	2769
2298333	1916
8071283	7834
4522618	3422
8404010	3408
6771236	3463
5709966	5642
7528066	2093
4884412	7216
4865497	1182
2226324	2580
7079019	3031
5785021	3632
7594982	3346
1050852	5571
5991456	4970
7895017	9535
5671842	3262
9054879	5783
3420645	5745
6091026	9686
3782144	3735
4176978	9904
6710897	3808
8028332	7444
9004691	5319
9228087	8274
1685668	9277
1322511	2100
1249806	2965
8711636	4597
9282053	9703
8441535	9657
7554490	5055
8034433	6429
2625776	4544
2459397	9558
7654651	1520
4465000	7933
5746100	8819
6638177	1467
2723267	1611
8729961	4586
4042809	1803
4395134	7149
4358293	3347
7098408	7178
6197367	9362
1964435	3068
1858822	2147
2851412	5311
6010120	7967
3352666	1038
8175894	2712
2360767	7226
9714805	8064
1821129	1654
1348698	7423
8896743	4407
9540640	3198
5331899	2108
5045808	1461
6093033	7136
4615589	3855
2113671	8749
8256162	2988
8959213	9120
5960442	6913
1987623	5251
6370382	9983
7256833	2722
7244580	8285
1984000	2654
7073151	5648
3501649	7200
9236873	1964
1483150	8213
1300496	4114
3615640	4694
3183700	8646
4287769	4763
9256513	4104
1894402	9012
1111510	5727
2146242	3012
6651582	1162
5365792	6970
7273140	4937
5198980	9323
2022265	8553
3188678	1359
1114348	1847
2399685	8437
6979578	7581
3974222	5615
8612911	2292
9686369	1385
4965373	4867
4973929	7216
2296205	8054
5069326	6976
4649834	3607
9554268	8476
7576420	7535
5410657	8184
2360875	4554
6145693	8059
8055011	6065
2191975	8521
9241771	5625
8676481	9985
6278824	9397
1123806	4184
7425414	3379
9648268	5717
2756671	5702
3590889	3983
6783137	2123
9252317	8047
8748815	7204
9847624	1730
7971453	2069
3233349	9202
1845635	8258
5008154	6146
4893617	7687
5596752	7603
9351372	9269
5678148	1872
5843444	3317
2954695	9327
2782736	2073
6706465	5838
7886189	8045
1653120	9898
8600623	8436
1261866	5020
9062987	7064
1244741	3679
8417383	7697
7914940	6742
8338899	5159
6578024	3584
3023499	7689
3093452	1789
2389582	1844
1020932	5405
8162679	8386
9359699	8697
2108905	5310
1009926	6237
1515458	9697
4298594	1393
3464820	3132
8284130	9405
2851618	2162
7225733	9370
9111538	9251
6876332	9341
3238358	9822
6889147	5951
6557613	8786
2385082	5853
7810342	6022
4723222	6208
3896586	4676
4972671	5031
7358742	5043
3334481	1693
4072960	4936
1612143	3560
5194008	2897
3039535	1018
6552684	8290
4556673	8643
1780270	1050
5746859	4915
7569479	5682
4343127	1292
1707929	3855
7461778	1530
8164159	6191
6137529	2787
2159942	8283
3618627	8288
5088343	1507
3829916	8351
3718021	4596
5988203	7183
9304591	3344
9849561	7696
4993563	3504
4785055	6865
1118408	3710
